id,customer_id,product_id,date,quantity
d06d3943-c8b3-415e-b664-704355c9bf0f,58e9d0aa-c1b6-4dd4-a507-84cbc9df301e,7,2025-07-01,1
85650e0b-d5c9-4d5d-8e57-79ecbe1a070f,c194f97f-00e3-4026-95b6-de85390239d9,28,2025-05-12,1
8e2017e1-50c4-4b4b-ad9e-5c1eb9974024,d7c4fe9c-e1e0-4ffc-98f6-fd7f7eb162f1,39,2025-08-23,9
54eb8e20-af7c-4d2b-93d0-54e43550b07e,9ea9f508-3122-4592-bdb0-2235261e2555,30,2025-12-17,1
10f35676-5a85-4cd8-8bb8-6be0e355e636,fe54ee4b-80ff-4173-a3df-ecd70e731dd7,9,2026-03-01,7
56d2b14d-07fa-46f7-973a-ae7b47cc3a66,7eef09ab-da14-4a47-b823-51d9d94df188,27,2026-03-07,1
2a7cf9e9-d7a7-47b1-88c6-2063a06303ca,71d79665-7181-4dcf-b79e-fc6e5edb0d3c,39,2025-09-08,1
1de987a2-985e-4e89-aff8-107a63ba9d86,9132b63e-f162-47e4-a9c3-49e03602f8ac,6,2026-01-14,6
db9a0eb7-b48c-431b-8eeb-87ffc064f074,bdd640fb-0667-4ad1-9c80-317fa3b1799d,47,2025-05-18,10
16386137-69f3-4b2d-8580-dac20818c965,235b275b-dcd2-4b97-b3ca-9a6bccd3af7c,39,2025-08-06,1
d4575305-73b0-420d-9f20-19ea3cd61f5e,b963f37f-6781-4c1f-8c53-0e36addc3e13,32,2026-02-21,1
2ccda2af-4d64-4b63-866c-fb2b3754f16f,65c17795-b155-46bc-9f8d-ed9756abf2f1,15,2025-02-19,7
33bcb8a9-c71d-4564-8992-b886c8f216c1,403fd582-4ccf-4a4b-bc93-243ec90b9454,39,2026-02-05,3
cc8ceba9-0662-400c-8188-de48719b2dd6,c1590f53-8a0f-4efb-adcd-465e36386821,39,2025-07-31,3
5711d5fd-30b1-467b-a771-a42280038f26,887b03e5-e980-4808-b5ac-824c2c55aef7,45,2026-02-09,1
4f73ab1c-860c-4b68-9fb6-8a5fbb8141f0,46653497-2fe9-42aa-a886-a01136f7a26c,12,2025-12-06,1
192703a7-df2e-47e7-84fc-bb8424aefbea,e33fc52c-4570-43e4-a53c-8f74a5076897,11,2025-12-27,5
fe22eba1-ad3d-481e-8422-2f58f02254af,069f14f1-4018-4c6e-9a8c-fa3c5283aac7,12,2025-02-28,5
6338fb29-7599-4b0a-895b-81d6b97d7617,ac484366-68bd-40d7-8b88-1c32cbb02a8b,4,2025-11-09,1
4f9c78bf-010d-483f-9da7-6d6985b864d4,71d79665-7181-4dcf-b79e-fc6e5edb0d3c,34,2026-02-13,1
df3334c6-9823-4b06-991e-a7e6afe2a940,4067f790-8444-4504-93ed-280ad5e14d1f,45,2025-02-08,10
1a64f27d-0bcf-40fc-a3a1-af9777852ddb,c017466e-85f4-40a2-8be2-7516342c5348,9,2025-08-17,2
05c14422-4ffe-4dfd-bedc-acb7a8b331a0,e606d7c2-1e18-446d-ae42-1840a05f36c8,6,2025-09-10,1
35b8726c-e462-4f64-a38b-baa44fe898d8,5683ede0-17d5-4563-ba60-ede1e5eb772d,23,2025-05-21,100
88433a38-46d2-4109-895c-7ac8314aabdd,2999b735-dd56-4c94-bc9a-d14cee0caeb5,31,2025-05-20,1
45ccaa93-1e1e-4d91-abce-c90f70ecf41b,7bfdcc12-89e0-4ab3-b250-ee18260a5962,44,2025-03-07,1
f5530567-03e7-4d21-9d4d-46d6460d113d,97d7a560-adb1-4670-ad9f-b00d4882d73c,37,2025-09-30,1
8ae3297e-34e2-4142-9a35-447583997ac5,540e7d01-735d-48f3-bc61-66df515a6b43,27,2025-06-03,3
f17aa7a9-243d-416d-8563-abbe51883a26,7daec949-d700-4461-8cb6-b0ba925f8199,22,2025-11-05,1
2bd8ad4d-3eac-4b28-92f7-199348843b5b,fd08b32c-62d6-4e93-a198-5d54cfb87e6f,32,2025-02-01,3
8a6342ca-56b7-479e-a46a-0b429cfecbd8,4199322e-3ba5-4126-bff6-9f4195082801,10,2025-07-14,5
e73e2bc5-7882-4064-876c-108d214c87b1,f2e9702d-11e9-4daa-ae69-81a35d3d9e56,9,2025-10-23,1
160beed4-0dc5-442e-a233-960a1b1e06c3,f1578470-0182-47c4-ba1b-58066160a6b4,49,2025-07-06,7
e42aa836-989b-48c0-b465-c0272dd1d45b,398f569b-465c-42cb-885e-b4894ac66780,46,2025-09-17,1
7222534d-b309-4e0d-b0ac-0677d60f8680,de9e3757-5260-401e-aecf-67d2749176f4,20,2025-09-27,1
32b9c542-d143-40a2-9513-b74f4ffc1c54,2acb4fbd-fbff-4a7d-b2f5-b1762c41cbd3,49,2025-11-09,3
141b9098-8892-47fe-8f2e-45efabbe274a,4199322e-3ba5-4126-bff6-9f4195082801,22,2026-03-03,9
915aa3c0-7737-4fb5-83b1-927bc1785e77,39bfc9b6-47ba-48aa-b2f9-4b2c8e10814f,24,2025-02-27,7
b2d7692a-eb70-4da9-8d66-d79dd0170108,040a3aae-52e2-4fd9-96bf-10ab3ce915e7,14,2025-07-25,1
a4f89e23-af39-42ce-8f75-d45a74a12a0d,89c8d2ab-6b44-4a8d-95f2-5073f41402b1,14,2025-11-08,1
f28bf846-3b50-4fda-b875-b1c777243aa3,929daf9f-0149-42af-8ab1-a5041f8c56e0,15,2025-04-09,2
420fbeef-9def-4ab9-a54c-a6cadc70ce22,bdf66ba5-dc9c-46de-a5a6-74c212738a23,8,2026-02-04,2
ead1d758-b319-418d-aef0-3a1b645f273c,0426fcc9-255b-40e2-bdc2-b74b38a56b49,34,2025-10-19,1
53238aff-e1e5-48a1-9c5c-d673c9ed66a6,28f49481-a0a0-4dc4-a720-9bdf1c11f735,42,2025-07-18,8
1ce62a9f-79af-4348-90bb-c60d07bf63ee,9293f705-0815-4147-be00-980eae441e21,18,2025-06-03,7
484204d5-2bb9-4661-9884-23547613ef44,7def3b8e-ec0d-4c3a-b011-b125022111e5,3,2025-12-03,1
8208fd42-209c-44a5-931e-1d4d9abc9859,0b9bd934-23c8-4d30-9dde-7969688613db,37,2025-02-15,5
1b63205f-cbf8-4149-b6da-99cdd14b256c,d65e59dd-e62d-4d06-8f9b-85581a7f195b,14,2025-05-23,3
4d579d00-cadc-410f-9228-130ba64272a2,24aa5685-7523-46ce-bc95-0bbae8184f34,43,2025-08-22,2
3d134526-69d7-4427-972d-5d57669be896,84396fc0-c26e-4706-bc05-9799bdae8eff,4,2025-09-29,2
7b7ce7cc-f950-47fa-a8b5-8db58c466308,aab612c9-415d-474a-b5a6-69814104a8b5,24,2025-06-18,3
b1ade82a-d05c-478d-b54f-184e57390b03,af4afcdd-52cb-4ae0-ae18-c9b3c6da85f1,15,2025-09-16,2
9134c0b7-6f73-473b-baee-bacdc8c8ccf9,7466ef02-5e7b-42c8-a097-dedbefb3b939,38,2025-12-11,1
2c4f5416-3c74-4c16-b1b2-b5f88b661d1f,b7f60cdf-41dc-4c60-a5f6-0735757b6b29,27,2025-10-18,1
b63fa809-ee4d-4dec-bd47-288513f0e33f,2db13deb-ee6f-4bea-8df7-164713769ff9,5,2025-09-09,1
98986758-9798-40c3-9d44-43517c93cdc3,24e9bcfd-9647-4f9f-b508-507af622d842,28,2025-07-22,1
71f9b0e2-d270-4a52-98ff-d8ad8e1a3a51,95e7f614-42b4-4281-9f26-946654d1332a,35,2025-03-19,1
9927839b-11d1-4e50-a7e2-189bf4b4c704,43b9da13-ec85-4f37-bbc1-a987aff8754d,18,2025-02-17,4
d1e2b878-c576-426d-98ae-0666d066ad21,30c9c51f-c80b-4af7-9315-fafa7500f785,47,2025-06-15,1
0fbd4c81-a900-4ecd-a51e-01ad7e8a2078,eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,23,2025-02-09,1
94ad345a-e323-4264-a390-0c1dd1291d13,7317591a-3283-4aa4-a212-ab7c9d361cb6,22,2026-01-31,2
c1cfd878-000c-44a5-8f51-a203a2d999ba,60885550-f74f-4900-b159-4914b1b68ecd,21,2025-03-06,1
4a9ff50e-8800-41b6-b3f6-21a826330c43,5d264b1b-6593-4659-972e-8c6882aa5c46,14,2025-06-20,1
34a63e76-3217-4525-b279-101c93f3503d,a91cf192-43e8-444b-8a45-a905badf9397,3,2025-10-26,1
cb5a4d77-91fd-427f-8cbb-7460510c8c48,8b9d2434-e465-4150-bd9c-66b3ad3c2d6d,50,2026-02-04,1
efca07ae-f17e-4a71-ab22-ec1d4df6ff4f,02106371-0260-4123-b1ef-e72aae13591e,48,2025-07-10,1
fd8398c3-5821-49f8-aa45-2afdfb8a61eb,a0ee89ae-d453-4d32-8b0d-bb418d5288f1,50,2025-02-09,4
82ab23a0-fc86-4110-9c8a-a87202141a68,ce072a52-73ed-4223-8b4e-f503f8722413,11,2025-06-27,5
0ffa2366-4b4f-4faf-9a3d-c78020a77d78,c2b01cfd-d045-4d1c-a684-09e3f1f8343e,36,2025-06-11,1
0037447f-0d99-4071-b7c8-435f8c83bc68,cd0579e2-99e4-404c-ac56-e0cda5ba2472,48,2025-11-05,1
1c153057-5bf7-44cf-ba8b-d601d21ce315,74ed5145-8d97-45c7-961d-5c8753c9fe59,4,2026-01-13,1
6e84e832-3c38-43f0-87fb-b920dd9d2e4d,3c7e5368-b159-4847-9c0b-9b10a757cb10,23,2025-11-04,2
b636cc4c-5170-4a8a-a00e-0b6064eec4c1,fdab3441-d2c2-4960-8b09-01abc66dceb3,12,2025-06-17,1
361241be-8b8c-47be-af68-9d6561ae3f21,8af09ec3-4b72-4a7c-8f1c-3fa070000009,22,2025-10-18,1
8e301bcc-302f-4247-a39a-046d79912c51,2369b584-ff5e-4ff0-bf50-bde4382567b8,15,2025-06-18,2
6acff20f-d707-4b6d-9c3b-d3b5ecaadafb,bbb71494-b7e7-47d4-a9fb-832ccbe68571,37,2025-03-09,3
2023fd4b-ab89-436b-9f6b-9b3fff594778,5cb5e69c-5dc7-43e6-a529-64ffc74cc890,15,2025-02-28,2
24dcea07-0405-4d2b-a5fc-d671125df206,8e200724-7d13-4018-a80b-ac63b856d035,26,2025-11-12,1
f997f697-6fcd-4f50-a86d-e2517c98756f,4773e66a-6db2-4020-8a67-01436090103c,29,2026-03-10,5
ce52309d-a46a-47c2-a320-de1615ac80e4,5cb85aed-f5f6-4c97-aefb-63b11b049863,33,2025-07-02,1
b2051cec-c9f7-469f-a4c1-d21074be4b20,8ebc6d7e-c8a6-4b85-8d56-bff669c9520f,32,2025-09-22,1
74533044-2e07-436d-9f8d-367d6cfaf2dd,43b38eb4-0390-4c5d-a502-d6a2ca6a2224,32,2025-08-12,1
627ca9f7-7336-4302-91f0-33748d532691,22498f66-6e51-484d-9b84-edc3d8e049de,23,2025-06-05,2
01e6ee9a-9ac5-4023-acbd-d9312f900058,4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,14,2025-09-11,6
b64e26cf-3c9b-4542-bb1d-23a8d8c823b0,340029c3-ea11-405b-91fa-cefad6f89f7a,35,2025-08-08,3
938bd3f8-8bd1-4d4b-ad33-53fc692caaae,084d7822-da94-4e70-a537-41e409668d08,2,2025-06-10,1
7bb775d4-9172-4023-89b1-85d6fa6d81ee,cfdfc6f9-eb0f-427c-a82a-3879f2b5a7ea,45,2025-11-05,10
f63471f8-7b45-4d9c-948c-7eb41cf8570b,c552f3c5-5f13-4b98-a7ad-8d5198a15e4f,32,2025-10-30,9
86c2ad8f-bb36-47b0-baed-6f49245fd841,ac117bab-d664-4fe8-a21c-0c06ed376567,43,2026-03-07,1
478817ec-c764-432e-8026-27d1fbd1b0c0,fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,35,2025-07-23,2
9c2d9672-e3d1-403c-85fa-b5ea14072edb,a3ff8fd2-02e4-40aa-b65b-c763a3336ea8,1,2025-02-08,1
a9eaa9ff-bddf-4416-a173-1ed878f2961c,c5f8e2f8-414f-4994-a845-77805e20c957,45,2026-02-25,1
8a08d40e-a239-4ad5-af1f-798c13fd2d26,75dacbbe-09a9-461a-9823-3383279b637c,27,2025-12-16,1
e7515d4b-0d82-4d52-9cf0-21b84ffffb59,49a214ae-f7e8-48e5-8d2b-91efb8976ec5,9,2025-05-31,1
743b9f71-7807-4947-82c2-b367c74d8df0,548c1d84-340d-4049-8147-65063e2bf9c9,20,2025-08-13,1
54de19cd-bbdb-4536-92ef-63c1781f9d3f,4edd2a2a-6b69-44ae-8d22-af35b648be8a,46,2025-07-04,1
4b6c14e4-cc58-4b60-ba4e-8355f5e8a7e1,7e1f48c4-a9d6-490d-b4ad-fa22ad0205f5,18,2025-05-07,2
98feb4f3-ec40-495a-b1ee-df64090b23ed,088a93ec-70d9-49f8-89e2-60744f1639a0,31,2025-11-25,2
42ac66dc-904f-4df7-88f7-2c2dba1ad160,f2e9702d-11e9-4daa-ae69-81a35d3d9e56,39,2025-01-27,2
92a6f3e6-2b48-46e6-9401-0dfe79210c7c,0977c513-752a-4d25-b190-1b7ec6b469ef,1,2025-01-23,1
bcc4f0db-cf13-4b3d-8ab0-5699fd888cbd,d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,38,2025-10-01,1
20775ce4-151f-42f9-bc19-3e6f496cc03a,5b9962c6-e61f-4cc0-8a36-8ce7dc570131,26,2025-08-10,2
408669bb-4721-494b-88a4-ae21d9f850e9,7233d5af-9813-4da1-bd21-20ad5f59fb4d,45,2025-02-28,8
41c7d9b3-db9c-4b7c-8674-a0eb47edc6dd,a0ee89ae-d453-4d32-8b0d-bb418d5288f1,37,2025-01-07,1
e8fe6095-2cb3-4e23-9a94-0c6c1c8e806b,32399ffb-2704-4f25-8b91-b8cb6ae66582,30,2025-09-17,1
5ea909ef-7257-4cb6-a8be-6c8026b0d2c9,c47a3b7e-d209-483b-9528-4c0acb6bf562,37,2025-12-20,5
3c775558-b365-4b7c-8853-bc5542e17302,0f635f4a-2b9a-418e-8165-964c0b21a308,34,2025-08-01,1
08789ef0-dcac-4a54-8702-f4adcca3a4c4,cfdfc6f9-eb0f-427c-a82a-3879f2b5a7ea,5,2025-05-31,2
987593c3-2523-42f6-b7a3-f6a6159b558b,7b4e9ecd-de07-47b1-b8ae-8d5dfe268e77,10,2026-02-14,2
c0b4f6d6-7ef6-475b-966d-e2a1277664d0,1c654aa2-c63c-421d-a443-5958eacf33a9,42,2026-03-12,2
a9217ddc-3cea-4f89-a217-3b7fc536d2ce,f5948a54-5f80-4eeb-943a-9aff659b0105,46,2025-07-12,1
93e7e893-35fa-4528-aad3-136fa33817fa,310dc9d1-7c41-4a2a-9b67-f7bb33bb7382,46,2025-11-18,3
43af6c46-a46b-4932-8de8-4b635856e1fc,20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,17,2025-11-27,1
